Name,Port,Protocol,Popularity,Description
assist,4356,udp,0,QSNet Assistant
cbp,4419,tcp,0,Colnod Binary Protocol
dpnet,2036,tcp,0,Ethernet WS DP network
workflowdir,4417,tcp,0,Workflow Director Communication
player,4416,tcp,0,pjj-player-disc | PJJ Media Player | PJJ Media Player discovery
applus,2037,tcp,0,APplus Application Server
applus,2037,udp,0,APplus Application Server
nms,4413,tcp,0,avi-nms-disc | AVI Systems NMS
found,4411,tcp,0,Found Messaging Protocol
server,4410,tcp,0,RIB iTWO Application Server
com,4409,tcp,0,Net-Cabinet comunication
slscc,4408,tcp,0,SLS Technology Control Centre
prizma,2039,tcp,0,Prizma Monitoring Service
slp,4406,udp,0,ASIGRA Televaulting DS-Sleeper Service
slp,4406,tcp,0,ASIGRA Televaulting DS-Sleeper Service
mail,4405,udp,0,ASIGRA Televaulting Message Level Restore service
mail,4405,tcp,0,ASIGRA Televaulting Message Level Restore service
1,356,tcp,0,Cloanto Net 1
admin,4404,tcp,0,ASIGRA Televaulting DS-System Monitoring/Management
user,4403,udp,0,ASIGRA Televaulting DS-Client Monitoring/Management
express,4420,tcp,0,nvme | NVM Express over Fabrics storage access
scaleft,4421,tcp,0,Multi-Platform Remote Management for Cloud Infrastructure
tsepisp,4422,tcp,0,TSEP Installation Service Protocol
thingkit,4423,tcp,0,thingkit secure mesh
ctiprogramload,4452,udp,0,CTI Program Load
ctiprogramload,4452,tcp,0,CTI Program Load
ctisystemmsg,4451,udp,0,CTI System Msg
ctisystemmsg,4451,tcp,0,CTI System Msg
camp,4450,tcp,0,Common ASCII Messaging Protocol
slmd,4448,udp,0,ASC Licence Manager
slmd,4448,tcp,0,ASC Licence Manager
netblox,4441,udp,0,Netblox Protocol
netblox,4441,tcp,0,Netblox Protocol
user,4403,tcp,0,ASIGRA Televaulting DS-Client Monitoring/Management
acoustics,4432,tcp,0,L-ACOUSTICS management
hsrpv6,2029,tcp,0,Hot Standby Router Protocol IPv6
hsrpv6,2029,udp,0,Hot Standby Router Protocol IPv6
omviagent,4429,tcp,0,OMV Investigation Agent-Server
omviserver,4428,tcp,0,OMV-Investigation Server-Client
drizzle,4427,tcp,0,Drizzle database server
2,4426,udp,0,SMARTS Beacon Port
2,4426,tcp,0,SMARTS Beacon Port
netrockey6,4425,udp,0,NetROCKEY6 SMART Plus Service
netrockey6,4425,tcp,0,NetROCKEY6 SMART Plus Service
wspipe,4431,tcp,0,adWISE Pipe
clnt,4402,udp,0,ASIGRA Televaulting DS-Client Service
clnt,4402,tcp,0,ASIGRA Televaulting DS-Client Service
tenebris_nts,359,tcp,0,nsrmp | Tenebris Network Trace Service | Network Security Risk Management Protocol
remctl,4373,udp,0,Remote Authenticated Command Service
remctl,4373,tcp,0,Remote Authenticated Command Service
data,4372,udp,0,LAN2CAN Data
data,4372,tcp,0,LAN2CAN Data
disc,4371,udp,0,LAN2CAN Discovery
control,4371,tcp,0,l2c-disc | LAN2CAN Control | LAN2CAN Discovery
elpro_tunnel,4370,tcp,0,elpro-tunnel | ELPRO V2 Protocol Tunnel
ssl,585,tcp,0,"IMAP4+SSL (use of 585 is not recommended,"
weblogin,2054,tcp,0,Weblogin Port
clearvisn,2052,udp,0,clearVisn Services Port
wxbrief,4368,udp,0,WeatherBrief Direct
shadowstream,4366,tcp,0,ShadowStream System
disc,4362,tcp,0,AFORE vNode Discovery protocol
nacnl,4361,tcp,0,NavCom Discovery and Control Port
matrix_vnet,4360,tcp,0,matrix-vnet | Matrix VNet Communication Protocol
keyserver,584,tcp,0,Key Server
omabcastltkm,4359,tcp,0,OMA BCAST Long-Term Key Messages
iop,2055,tcp,0,Iliad-Odyssey Protocol
omnisky,2056,tcp,0,OmniSky Port
omnisky,2056,udp,0,OmniSky Port
wxbrief,4368,tcp,0,WeatherBrief Direct
use,4290,udp,0,VRML Multi User Systems
clearvisn,2052,tcp,0,clearVisn Services Port
config,2050,udp,0,Avaya EMB Config Port
prizma,2039,udp,0,Prizma Monitoring Service
srv,4400,udp,0,ASIGRA Services
srv,4400,tcp,0,ASIGRA Services
fly,4396,tcp,0,Fly Object Space
omnivisionesx,4395,udp,0,OmniVision communication for Virtual environments
omnivisionesx,4395,tcp,0,OmniVision communication for Virtual environments
chg,586,tcp,0,Password Change
disc,4394,tcp,0,American Printware Discovery
rxspooler,4393,tcp,0,American Printware RXSpooler Protocol
tolteces,4375,udp,0,Toltec EasyShare
rxserver,4392,tcp,0,American Printware RXServer Protocol
wiegand,4390,udp,0,Physical Access Control
wiegand,4390,tcp,0,Physical Access Control
cms,4389,udp,0,Xandros Community Management Service
cms,4389,tcp,0,Xandros Community Management Service
config,2050,tcp,0,Avaya EMB Config Port
spxdpy,4378,tcp,0,Cambridge Pixel SPx Display
spxsvr,4377,udp,0,Cambridge Pixel SPx Server
spxsvr,4377,tcp,0,Cambridge Pixel SPx Server
bip,4376,udp,0,BioAPI Interworking
imserver,4391,tcp,0,American Printware IMServer Protocol
use,4290,tcp,0,VRML Multi User Systems
use,4289,udp,0,VRML Multi User Systems
use,4289,tcp,0,VRML Multi User Systems
use,4228,udp,0,VRML Multi User Systems
use,4228,tcp,0,VRML Multi User Systems
use,4227,udp,0,VRML Multi User Systems
use,4227,tcp,0,VRML Multi User Systems
use,4226,udp,0,VRML Multi User Systems
use,4226,tcp,0,VRML Multi User Systems
use,4225,tcp,0,VRML Multi User Systems
router,2079,tcp,0,IDWARE Router Port
router,2079,udp,0,IDWARE Router Port
use,4223,udp,0,VRML Multi User Systems
use,4223,tcp,0,VRML Multi User Systems
use,4222,udp,0,VRML Multi User Systems
use,4222,tcp,0,VRML Multi User Systems
use,4221,udp,0,VRML Multi User Systems
use,4221,tcp,0,VRML Multi User Systems
use,4220,udp,0,VRML Multi User Systems
use,4219,udp,0,VRML Multi User Systems
use,4219,tcp,0,VRML Multi User Systems
use,4218,udp,0,VRML Multi User Systems
use,4229,tcp,0,VRML Multi User Systems
use,4229,udp,0,VRML Multi User Systems
use,4230,tcp,0,VRML Multi User Systems
use,4230,udp,0,VRML Multi User Systems
use,4241,tcp,0,VRML Multi User Systems
use,4240,udp,0,VRML Multi User Systems
use,4240,tcp,0,VRML Multi User Systems
use,4239,udp,0,VRML Multi User Systems
use,4239,tcp,0,VRML Multi User Systems
use,4238,udp,0,VRML Multi User Systems
use,4238,tcp,0,VRML Multi User Systems
use,4237,udp,0,VRML Multi User Systems
use,4237,tcp,0,VRML Multi User Systems
use,4218,tcp,0,VRML Multi User Systems
use,4236,udp,0,VRML Multi User Systems
use,4235,udp,0,VRML Multi User Systems
use,4235,tcp,0,VRML Multi User Systems
use,4234,udp,0,VRML Multi User Systems
tpcsrvr,2078,tcp,0,IBM Total Productivity Center Server
use,4233,udp,0,VRML Multi User Systems
use,4233,tcp,0,VRML Multi User Systems
use,4232,tcp,0,VRML Multi User Systems
use,4231,udp,0,VRML Multi User Systems
use,4231,tcp,0,VRML Multi User Systems
use,4236,tcp,0,VRML Multi User Systems
use,4217,udp,0,VRML Multi User Systems
use,4217,tcp,0,VRML Multi User Systems
use,4216,udp,0,VRML Multi User Systems
use,4203,tcp,0,VRML Multi User Systems
use,4202,tcp,0,VRML Multi User Systems
use,4201,udp,0,VRML Multi User Systems
use,4201,tcp,0,VRML Multi User Systems
sunclustergeo,2084,tcp,0,SunCluster Geographic
sunclustergeo,2084,udp,0,SunCluster Geographic
admin,4199,udp,0,EIMS ADMIN
hctl,4197,tcp,0,Harman HControl Protocol
wsp,4195,tcp,0,AWS protocol for cloud remoting solution
use,4203,udp,0,VRML Multi User Systems
spdm,4194,tcp,0,Security Protocol and Data Model
bd,4192,udp,0,azeti blinddate
cip,2085,tcp,0,ADA Control
cip,2085,udp,0,ADA Control
dsmipv6,4191,tcp,0,Dual Stack MIPv6 NAT Traversal
pcep,4189,tcp,0,Path Computation Element Communication Protocol
vatata,4188,udp,0,Vatata Peer to Peer Protocol
vatata,4188,tcp,0,Vatata Peer to Peer Protocol
csc_proxy,4187,tcp,0,csc-proxy | Cascade Proxy
boxbackupstore,4186,tcp,0,Box Backup Store Service
pvxplusio,4193,tcp,0,PxPlus remote file srvr
use,4241,udp,0,VRML Multi User Systems
use,4204,tcp,0,VRML Multi User Systems
use,4205,tcp,0,VRML Multi User Systems
use,4216,tcp,0,VRML Multi User Systems
use,4215,udp,0,VRML Multi User Systems
use,4215,tcp,0,VRML Multi User Systems
use,4214,udp,0,VRML Multi User Systems
use,4214,tcp,0,VRML Multi User Systems
use,4213,udp,0,VRML Multi User Systems
use,4213,tcp,0,VRML Multi User Systems
use,4212,udp,0,VRML Multi User Systems
use,4212,tcp,0,VRML Multi User Systems
use,4204,udp,0,VRML Multi User Systems
use,4211,udp,0,VRML Multi User Systems
use,4210,udp,0,VRML Multi User Systems
use,4210,tcp,0,VRML Multi User Systems
use,4209,udp,0,VRML Multi User Systems
use,4209,tcp,0,VRML Multi User Systems
use,4208,tcp,0,VRML Multi User Systems
port,2081,udp,0,KME PRINTER TRAP PORT
use,4207,tcp,0,VRML Multi User Systems
use,4206,udp,0,VRML Multi User Systems
use,4205,udp,0,VRML Multi User Systems
use,4211,tcp,0,VRML Multi User Systems
nssalertmgr,4453,tcp,0,NSS Alert Manager
tsrmagt,2077,tcp,0,Old Tivoli Storage Manager
newlixconfig,2076,tcp,0,Newlix JSPConfig
use,4276,udp,0,VRML Multi User Systems
use,4276,tcp,0,VRML Multi User Systems
use,4275,udp,0,VRML Multi User Systems
use,4275,tcp,0,VRML Multi User Systems
port,2073,tcp,0,DataReel Database Socket
use,4274,tcp,0,VRML Multi User Systems
use,4273,udp,0,VRML Multi User Systems
use,4273,tcp,0,VRML Multi User Systems
use,4272,udp,0,VRML Multi User Systems
use,4272,tcp,0,VRML Multi User Systems
use,4271,udp,0,VRML Multi User Systems
use,4271,tcp,0,VRML Multi User Systems
use,4270,udp,0,VRML Multi User Systems
use,4270,tcp,0,VRML Multi User Systems
use,4269,udp,0,VRML Multi User Systems
use,4269,tcp,0,VRML Multi User Systems
use,4268,udp,0,VRML Multi User Systems
use,4268,tcp,0,VRML Multi User Systems
use,4267,udp,0,VRML Multi User Systems
use,4277,tcp,0,VRML Multi User Systems
use,4277,udp,0,VRML Multi User Systems
use,4278,tcp,0,VRML Multi User Systems
use,4278,udp,0,VRML Multi User Systems
use,4288,udp,0,VRML Multi User Systems
use,4288,tcp,0,VRML Multi User Systems
use,4287,udp,0,VRML Multi User Systems
use,4287,tcp,0,VRML Multi User Systems
use,4286,udp,0,VRML Multi User Systems
use,4286,tcp,0,VRML Multi User Systems
port,2071,tcp,0,Axon Control Protocol
use,4285,tcp,0,VRML Multi User Systems
use,4284,udp,0,VRML Multi User Systems
use,4267,tcp,0,VRML Multi User Systems
use,4284,tcp,0,VRML Multi User Systems
use,4283,tcp,0,VRML Multi User Systems
port,2071,udp,0,Axon Control Protocol
use,4282,tcp,0,VRML Multi User Systems
use,4281,udp,0,VRML Multi User Systems
use,4281,tcp,0,VRML Multi User Systems
use,4280,udp,0,VRML Multi User Systems
use,4280,tcp,0,VRML Multi User Systems
msync,2072,tcp,0,GlobeCast mSync
msync,2072,udp,0,GlobeCast mSync
use,4283,udp,0,VRML Multi User Systems
use,4266,udp,0,VRML Multi User Systems
use,4266,tcp,0,VRML Multi User Systems
use,4265,udp,0,VRML Multi User Systems
use,4253,tcp,0,VRML Multi User Systems
use,4252,udp,0,VRML Multi User Systems
sa,2074,udp,0,Vertel VMF SA
use,4251,udp,0,VRML Multi User Systems
use,4251,tcp,0,VRML Multi User Systems
use,4250,udp,0,VRML Multi User Systems
use,4250,tcp,0,VRML Multi User Systems
use,4249,udp,0,VRML Multi User Systems
use,4249,tcp,0,VRML Multi User Systems
use,4253,udp,0,VRML Multi User Systems
use,4248,udp,0,VRML Multi User Systems
newlixengine,2075,tcp,0,Newlix ServerWare Engine
use,4247,tcp,0,VRML Multi User Systems
use,4246,udp,0,VRML Multi User Systems
use,4246,tcp,0,VRML Multi User Systems
use,4245,udp,0,VRML Multi User Systems
use,4245,tcp,0,VRML Multi User Systems
use,4244,udp,0,VRML Multi User Systems
use,4244,tcp,0,VRML Multi User Systems
use,4243,udp,0,VRML Multi User Systems
use,4248,tcp,0,VRML Multi User Systems
use,4242,udp,0,VRML Multi User Systems
use,4254,tcp,0,VRML Multi User Systems
use,4255,tcp,0,VRML Multi User Systems
use,4265,tcp,0,VRML Multi User Systems
use,4264,udp,0,VRML Multi User Systems
use,4264,tcp,0,VRML Multi User Systems
use,4263,udp,0,VRML Multi User Systems
use,4263,tcp,0,VRML Multi User Systems
rsvp_tunnel,363,tcp,0,rsvp-tunnel | RSVP Tunnel
port,2073,udp,0,DataReel Database Socket
use,4261,udp,0,VRML Multi User Systems
use,4261,tcp,0,VRML Multi User Systems
use,4254,udp,0,VRML Multi User Systems
sa,2074,tcp,0,Vertel VMF SA
use,4259,udp,0,VRML Multi User Systems
use,4259,tcp,0,VRML Multi User Systems
use,4258,udp,0,VRML Multi User Systems
use,4258,tcp,0,VRML Multi User Systems
use,4257,udp,0,VRML Multi User Systems
use,4257,tcp,0,VRML Multi User Systems
use,4256,udp,0,VRML Multi User Systems
use,4256,tcp,0,VRML Multi User Systems
use,4255,udp,0,VRML Multi User Systems
use,4260,tcp,0,VRML Multi User Systems
wcpp,4185,udp,0,Woven Control Plane Protocol
nssalertmgr,4453,udp,0,NSS Alert Manager
user,4455,tcp,0,PR Chat User
magiccontrol,4902,tcp,0,magicCONROL RF and Data Interface
flr_agent,4901,tcp,0,flr-agent | FileLocator Remote Search Agent
hfcs,4900,udp,0,HyperFileSQL Client/Server Database Engine
school,1971,udp,0,NetOp School
port,4899,udp,0,RAdmin Port
cache,1972,udp,0,Cache
lyskom,4894,udp,0,LysKOM Protocol A
lyskom,4894,tcp,0,LysKOM Protocol A
control,4889,tcp,0,xcap code analysis portal cluster control and administration
portal,4888,tcp,0,xcap code analysis portal public user access
hivestor,4884,tcp,0,HiveStor Distributed File System
wmlserver,4883,tcp,0,Meier-Phelps License Server
c,4882,udp,0,SOCP Control Protocol
c,4882,tcp,0,SOCP Control Protocol
t,4881,udp,0,SOCP Time Synchronization Protocol
dlsrap,1973,udp,0,Data Link Switching Remote Access Protocol
hislip,4880,tcp,0,IVI High-Speed LAN Instrument Protocol
event,4879,tcp,0,WSDL Event Receiver
discovery,4878,tcp,0,Agilent Instrument Discovery
rc,1970,udp,0,NetOp Remote Control
lutcp,4913,tcp,0,LUTher Control Protocol
bones,4914,tcp,0,Bones Remote Control
bones,4914,udp,0,Bones Remote Control
qmm,4969,tcp,0,CCSS QMessageMonitor
dbsyncarbiter,4953,tcp,0,Synchronization Arbiter
sagxtsds,4952,udp,0,SAG Directory Server
sagxtsds,4952,tcp,0,SAG Directory Server
pwgwims,4951,udp,0,PWG WIMS
pwgwims,4951,tcp,0,PWG WIMS
sybasesrvmon,4950,udp,0,Sybase Server Monitor
sybasesrvmon,4950,tcp,0,Sybase Server Monitor
munin,4949,udp,0,Munin Graphing Framework
tcoflashagent,1975,udp,0,TCO Flash Agent
lipsinc1,1969,tcp,0,LIPSinc 1
4942,4942,tcp,0,Equitrac Office
lipsinc1,1969,udp,0,LIPSinc 1
4941,4941,tcp,0,Equitrac Office
rc,1970,tcp,0,NetOp Remote Control
4940,4940,tcp,0,Equitrac Office
ssc,4937,udp,0,ATSC-M/H Service Signaling Channel
ssc,4937,tcp,0,ATSC-M/H Service Signaling Channel
signaling,4936,tcp,0,Signal protocol port for autonomic networking
frcs,4915,tcp,0,Fibics Remote Control Service
4942,4942,udp,0,Equitrac Office
qmm,4969,udp,0,CCSS QMessageMonitor
tracking,4870,udp,0,Citcom Tracking Service
phrelaydbg,4869,udp,0,Photon Relay Debug
quosa,4841,udp,0,QUOSA Virtual Library Service
quosa,4841,tcp,0,QUOSA Virtual Library Service
java,1979,udp,0,UniSQL Java
tcp,4840,tcp,0,opcua-udp | OPC UA TCP Protocol | OPC UA Connection Protocol | OPC UA Multicast Datagram Protocol
pawserv,345,tcp,0,Perf Analysis Workbench
disc,4804,udp,0,AJA ntv4 Video System Discovery
disc,4804,tcp,0,AJA ntv4 Video System Discovery
disc,4803,udp,0,Notateit Messaging Discovery
notateit,4803,tcp,0,notateit-disc | Notateit Messaging | Notateit Messaging Discovery
ilss,4802,udp,0,Icona License System Server
ilss,4802,tcp,0,Icona License System Server
xact,1980,tcp,0,PearlDoc XACT
iwec,4801,tcp,0,Icona Web Embedded Chat
xact,1980,udp,0,PearlDoc XACT
estamp,1982,tcp,0,Evidentiary Timestamp
bus,4792,tcp,0,IP Routable Unified Bus
roce,4791,tcp,0,IP Routable RocE
gpe,4790,tcp,0,Generic Protocol Extension for Virtual eXtensible Local Area Network (VXLAN)
vxlan,4789,tcp,0,Virtual eXtensible Local Area Network (VXLAN)
asv,4842,tcp,0,nCode ICE-flow Library AppServer
asv,4842,udp,0,nCode ICE-flow Library AppServer
tls,4843,tcp,0,OPC UA TCP Protocol over TLS/SSL
tls,4843,udp,0,OPC UA TCP Protocol over TLS/SSL
phrelaydbg,4869,tcp,0,Photon Relay Debug
phrelay,4868,tcp,0,Photon Relay
debug,4867,udp,0,Unify Debugger
debug,4867,tcp,0,Unify Debugger
tcoregagent,1976,udp,0,TCO Reg Agent
repli,4851,tcp,0,Apache Derby Replication
nodeagt,4850,udp,0,Sun App Server - NA
nodeagt,4850,tcp,0,Sun App Server - NA
https,4849,udp,0,App Server - Admin HTTPS
tracking,4870,tcp,0,Citcom Tracking Service
https,4849,tcp,0,App Server - Admin HTTPS
tcoaddressbook,1977,tcp,0,TCO Address Book
wfc,4847,udp,0,Web Fresh Communication
wfc,4847,tcp,0,Web Fresh Communication
tcoaddressbook,1977,udp,0,TCO Address Book
contamac_icm,4846,tcp,0,contamac-icm | Contamac ICM Service
remlib,4845,udp,0,WordCruncher Remote Library Service
remlib,4845,tcp,0,WordCruncher Remote Library Service
java,1979,tcp,0,UniSQL Java
log,4844,tcp,0,nCode ICE-flow Library LogServer
http,4848,udp,0,App Server - Admin HTTP
qsm,4970,tcp,0,CCSS QSystemMonitor
qsm,4970,udp,0,CCSS QSystemMonitor
burp,4971,tcp,0,BackUp and Restore Program
ivocalize,5049,tcp,0,iVocalize Web Conference
texai,5048,tcp,0,Texai Message Service
iscape,5047,udp,0,iSCAPE Data Broadcasting
iscape,5047,tcp,0,iSCAPE Data Broadcasting
udp,5046,udp,0,Vishay PM UDP Service
udp,5046,tcp,0,Vishay PM UDP Service
osp,5045,tcp,0,Open Settlement Protocol
evntsvc,5044,udp,0,LXI Event Service
evntsvc,5044,tcp,0,LXI Event Service
swxadmin,5043,tcp,0,ShopWorX Administration
status,5034,tcp,0,Janstor Status
api,1954,udp,0,ABR-API (diskbridge)
agent,5032,tcp,0,SignaCert Enterprise Trust Server Agent
dmp,5031,udp,0,Direct Message Protocol
dmp,5031,tcp,0,Direct Message Protocol
infobright,5029,udp,0,Infobright Database Server
infobright,5029,tcp,0,Infobright Database Server
qvr,5028,tcp,0,Quiqum Virtual Relais
s,5027,udp,0,Storix I/O daemon (stat)
ivocalize,5049,udp,0,iVocalize Web Conference
event,319,tcp,0,PTP Event
timestamp,318,udp,0,PKIX TimeStamp
timestamp,318,tcp,0,PKIX TimeStamp
1,5064,udp,0,Channel Access 1
1,5064,tcp,0,Channel Access 1
media,1943,tcp,0,Beeyond Media
localise,5062,udp,0,Localisation access
localise,5062,tcp,0,Localisation access
logic,313,tcp,0,Magenta Logic
robot,314,tcp,0,Opalis Robot
media,1943,udp,0,Beeyond Media
sds,5059,tcp,0,SIP Directory Services
s,5027,tcp,0,Storix I/O daemon (stat)
disc,5058,udp,0,Locus Discovery
ps2,5057,udp,0,Intecom Pointspan 2
ps2,5057,tcp,0,Intecom Pointspan 2
ismaeasdaqlive,1949,tcp,0,ISMA Easdaq Live
ps1,5056,tcp,0,Intecom Pointspan 1
ismaeasdaqlive,1949,udp,0,ISMA Easdaq Live
ismaeasdaqtest,1950,tcp,0,ISMA Easdaq Test
manager,5052,udp,0,ITA Manager
rapidbase,1953,tcp,0,Rapid Base
rapidbase,1953,udp,0,Rapid Base
disc,5058,tcp,0,Locus Discovery
d,5026,udp,0,Storix I/O daemon (data)
d,5026,tcp,0,Storix I/O daemon (data)
htuilsrv,5023,udp,0,Htuil Server for PLD2
rtr,323,tcp,0,Resource PKI to Router Protocol
tls,324,tcp,0,Resource PKI to Router Protocol over TLS
npm,1965,tcp,0,Tivoli NPM
npm,1965,udp,0,Tivoli NPM
pdap,344,tcp,0,Prospero Data Access Protocol
snapd,2599,udp,0,Snap Discovery
quote,1967,tcp,0,SNS Quote
quote,1967,udp,0,SNS Quote
vrt,4991,tcp,0,VITA Radio Transport
general,320,udp,0,PTP General
busycal,4990,udp,0,BusySync Calendar Synch. Protocol
parallel,4989,udp,0,Parallel for GAUSS (tm)
parallel,4989,tcp,0,Parallel for GAUSS (tm)
port2,4988,udp,0,SMAR Ethernet Port 2
port2,4988,tcp,0,SMAR Ethernet Port 2
port1,4987,udp,0,SMAR Ethernet Port 1
mrip,4986,udp,0,Model Railway Interface Program
mrip,4986,tcp,0,Model Railway Interface Program
gerhcs,4985,tcp,0,GER HC Standard
vpp,4980,tcp,0,Citrix Virtual Path
busycal,4990,tcp,0,BusySync Calendar Synch. Protocol
xmcp,4788,tcp,0,eXtensible Messaging Client Protocol
general,320,tcp,0,PTP General
engine,1964,tcp,0,SOLID E ENGINE
secure,1955,tcp,0,ABR-Secure Data (diskbridge)
mice,5022,udp,0,mice server
mice,5022,tcp,0,mice server
secure,1955,udp,0,ABR-Secure Data (diskbridge)
onpsocket,5014,udp,0,Overlay Network Protocol
ds,1956,tcp,0,Vertel VMF DS
ds,1956,udp,0,Vertel VMF DS
all,1959,tcp,0,SIMP Channel
nasmanager,1960,tcp,0,Merit DAC NASmanager
engine,1964,udp,0,SOLID E ENGINE
nasmanager,1960,udp,0,Merit DAC NASmanager
winfs,5009,udp,0,Microsoft Windows Filesystem
event,319,udp,0,PTP Event
edge,5008,udp,0,Synapsis EDGE
edge,5008,tcp,0,Synapsis EDGE
ssl,5007,udp,0,wsm server ssl
ssl,5007,tcp,0,wsm server ssl
server,5006,udp,0,wsm server
server,5006,tcp,0,wsm server
appserver,1961,udp,0,BTS APPSERVER
appserver,1961,tcp,0,BTS APPSERVER
plane,4787,tcp,0,Service Insertion Architecture (SIA) Control-Plane
install,4786,tcp,0,Smart Install Service
cncp,4785,udp,0,Cisco Nexus Control Protocol
an,4598,tcp,0,A16 (AN-AN)
1xbs,4597,udp,0,A21 (AN-1xBS)
1xbs,4597,tcp,0,A21 (AN-1xBS)
beep,602,udp,0,XML-RPC over BEEP
neighbor,4596,tcp,0,IAS-Neighbor (ANRI-ANRI)
paging,4595,udp,0,IAS-Paging (ANRI-ANRI)
paging,4595,tcp,0,IAS-Paging (ANRI-ANRI)
session,4594,udp,0,IAS-Session (ANRI-ANRI)
session,4594,tcp,0,IAS-Session (ANRI-ANRI)
anri,4593,tcp,0,IPT (ANRI-ANRI)
an,4592,udp,0,HRPD-ITH (AT-AN)
an,4592,tcp,0,HRPD-ITH (AT-AN)
an,4591,udp,0,HRPD L3T (AT-AN)
an,4591,tcp,0,HRPD L3T (AT-AN)
rid,4590,tcp,0,RID over HTTP/TLS
back,4573,tcp,0,A port for communication between a server and client for a custom backup system
iax,4569,udp,0,Inter-Asterisk eXchange
iax,4569,tcp,0,Inter-Asterisk eXchange
reporting,4568,udp,0,BMC Reporting
an,4598,udp,0,A16 (AN-AN)
an,4599,udp,0,A17 (AN-AN)
upg,4603,tcp,0,Men & Mice Upgrade Agent
irp,4604,tcp,0,Identity Registration Protocol
eportcommdata,4669,tcp,0,E-Port Data Service
mmaeds,4668,udp,0,MMA EDS Service
mmaeds,4668,tcp,0,MMA EDS Service
mmacomm,4667,udp,0,MMA Comm Services
mmacomm,4667,tcp,0,MMA Comm Services
fatserv,347,tcp,0,Fatmen Server
eportcomm,4666,tcp,0,E-Port Message Service
contclientms,4665,udp,0,Container Client Message Service
ems,4664,udp,0,Rimage Messaging Server
reporting,4568,tcp,0,BMC Reporting
ems,4664,tcp,0,Rimage Messaging Server
oms,4662,udp,0,OrbitNet Message Service
sgwp,348,tcp,0,Cabletron Management Protocol
kar2ouche,4661,udp,0,Kar2ouche Peer location service
kar2ouche,4661,tcp,0,Kar2ouche Peer location service
lob,4659,tcp,0,PlayStation2 Lobby Port
app,4658,udp,0,PlayStation2 App Port
signal,4646,tcp,0,"Distributed Denial-of-Service Open Threat Signaling (DOTS) Signal Channel | Distributed Denial-of-Service Open Threat Signaling (DOTS) Signal Channel Protocol. The service name is used to construct the SRV service names ""_dots-signal._udp"" and ""_dots-signal._tcp"" for discovering DOTS servers used to establish DOTS signal channel."
ventoso,4621,tcp,0,Bidirectional single port remote radio VOIP and Control stream
sixchat,4605,tcp,0,Direct End to End Secure Chat Protocol
noteit,4663,tcp,0,Note It! Message Service
